file_id,rf
j_1335024,5
j_1335494,0
j_1335783,5
j_1336295,5
j_1337173,5
j_1337474,4
j_1338086,3
j_1338319,3
j_1338431,5
j_1338742,0
j_1338787,5
j_133898,2
j_1339528,4
j_1340229,3
j_1340386,5
j_1340856,3
j_1341583,3
j_1341666,3
j_1342161,3
j_1342254,4
j_1342391,5
j_134279,5
j_1343106,3
j_1343559,5
j_1344274,5
j_1344611,5
j_1345144,5
j_1345707,3
j_1346016,4
j_1346244,5
j_1346951,5
j_1347013,0
j_134703,5
j_1347579,4
j_1347814,3
j_1348199,3
j_134824,0
j_1348566,3
j_1348929,0
j_1349134,5
j_1349138,4
j_1349261,3
j_1349948,2
j_1350048,3
j_1350438,2
j_1350577,5
j_1350887,5
j_1350891,3
j_1351657,3
j_1351756,0
j_1351850,5
j_1351874,4
j_1352379,3
j_1352635,3
j_1352837,0
j_135311,3
j_1353272,4
j_1353292,3
j_1353310,3
j_1353399,5
j_1353482,5
j_1353972,4
j_1354324,2
j_1354603,3
j_1354627,5
j_1354629,5
j_1354724,0
j_135473,5
j_1354874,3
j_1355417,0
j_135780,0
j_1358497,5
j_1358834,5
j_1359045,2
j_1359300,3
j_1359309,2
j_1359616,4
j_1360003,0
j_1360123,2
j_1360754,5
j_1361544,3
j_1362231,3
j_1362240,4
j_1362749,0
j_1363820,3
j_1363824,3
j_13639,4
j_1364076,5
j_1364516,5
j_1364896,3
j_1365144,3
j_136549,5
j_1365786,3
j_1365797,4
j_1365997,2
j_1366591,0
j_136699,3
j_1367436,4
j_1367567,3
j_1367706,5
j_1367779,3
j_1367848,3
j_1368656,0
j_1368690,3
j_13689,2
j_1369281,3
j_1369487,3
j_1369545,3
j_1370308,3
j_1370740,0
j_137085,3
j_1371259,5
j_137212,4
j_1372247,5
j_1372520,3
j_1372732,5
j_1373190,3
j_1373381,5
j_1373425,5
j_1373692,3
j_1374259,5
j_1374914,3
j_1374940,2
j_1374954,2
j_1375033,0
j_1375153,5
j_1375245,4
j_1375683,5
j_1376322,3
j_137641,5
j_1377030,0
j_1377509,2
j_13778,3
j_1378140,3
j_137819,3
j_1378276,5
j_1378547,3
j_1378714,3
j_1379749,5
j_1379777,5
j_138008,3
j_1380851,5
j_1381691,5
j_1381816,3
j_1381841,4
j_1382392,5
j_1382828,4
j_1383870,5
j_1384264,5
j_1385729,3
j_138592,5
j_1385933,3
j_1386274,2
j_1386288,0
j_1386578,3
j_1387439,5
j_1387860,3
j_1387896,3
j_1387931,0
j_1388104,5
j_1388599,3
j_1389521,3
j_1389597,4
j_1390332,3
j_1390980,3
j_1391002,4
j_1391036,3
j_1391116,5
j_1391217,3
j_139129,4
j_1391832,5
j_1391968,5
j_1392109,0
j_1392839,0
j_1393088,3
j_1393129,5
j_1394342,0
j_1394948,4
j_1395015,4
j_1395495,4
j_1395529,0
j_1395901,4
j_1396502,0
j_1396552,3
j_1397787,0
j_1397891,5
j_1398052,5
j_1399120,3
j_1399436,5
j_1400139,5
j_1400529,5
j_1401292,3
j_1402427,0
j_1403887,3
j_1403967,2
j_1406059,5
j_1406447,5
j_1406901,5
j_1407039,3
j_1407482,5
j_14075,5
j_1407542,3
j_1407634,3
j_1407736,4
j_1407969,3
j_1408465,4
j_1408541,0
j_1408656,0
j_1409518,5
j_1409692,2
j_1410026,5
j_141076,4
j_1411825,4
j_1412150,5
j_1412399,5
j_1412501,0
j_1413662,4
j_1414232,4
j_1414233,3
j_1414327,3
j_1414426,0
j_1414801,3
j_1414962,4
j_1415050,5
j_1415140,5
j_1415174,0
j_1415622,3
j_1415651,2
j_1415740,3
j_1416175,5
j_141621,3
j_1416593,0
j_1416943,2
j_1417348,4
j_1418740,3
j_1419522,3
j_1419679,5
j_1419904,4
j_1419907,3
j_1421275,4
j_1421637,5
j_1421699,5
j_1422034,3
j_1422377,3
j_1423896,5
j_1423943,5
j_1424102,3
j_1424228,5
j_1425028,3
j_142513,4
j_1425176,3
j_1426006,5
j_1427542,5
j_1428004,2
j_142986,3
j_1430384,4
j_1430541,3
j_1431008,5
j_1431029,3
j_1431301,3
j_1431804,3
j_1432013,0
j_1432192,3
j_1432228,4
j_1433260,3
j_1433281,3
j_1433940,3
j_1434082,5
j_1434379,0
j_1434603,4
j_1434922,5
j_1434956,5
j_1436176,0
j_1436760,5
j_1438326,5
j_1438786,5
j_1439353,5
j_1439361,5
j_1439956,0
j_1440000,5
j_1440740,5
j_1440761,0
j_1440830,3
j_1441553,4
j_1441607,0
j_1442354,3
j_1442514,5
j_1442863,3
j_144289,4
j_1443655,4
j_1444010,3
j_1444280,4
j_1444286,4
j_1444866,4
j_1445149,5
j_1445542,5
j_1445565,2
j_1445578,3
j_1445777,0
j_1446005,3
j_1446622,0
j_1447069,0
j_1447477,3
j_1447844,3
j_1448197,5
j_1448696,3
j_1449056,5
j_1449255,0
j_1449404,0
j_1449555,4
j_1450313,5
